time,"I(I2)","P(B2)","V(2)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-13,0.000000e+00,3.390965e-03,1.017222e-05
5.000000e-13,0.000000e+00,1.389470e-02,8.826105e-06
7.500000e-13,0.000000e+00,3.372453e-02,2.049305e-05
1.000000e-12,0.000000e+00,6.278301e-02,3.231288e-05
1.250000e-12,0.000000e+00,9.894786e-02,4.180892e-05
1.500000e-12,0.000000e+00,1.390129e-01,4.752996e-05
1.750000e-12,0.000000e+00,1.798032e-01,4.933354e-05
2.000000e-12,0.000000e+00,2.190538e-01,4.817271e-05
2.250000e-12,0.000000e+00,2.558230e-01,4.557723e-05
2.500000e-12,0.000000e+00,2.904162e-01,4.306982e-05
2.750000e-12,0.000000e+00,3.239561e-01,4.171904e-05
3.000000e-12,0.000000e+00,3.578164e-01,4.193756e-05
3.250000e-12,0.000000e+00,3.931253e-01,4.353077e-05
3.500000e-12,0.000000e+00,4.304749e-01,4.592067e-05
3.750000e-12,0.000000e+00,4.698781e-01,4.843278e-05
4.000000e-12,0.000000e+00,5.109229e-01,5.054055e-05
4.250000e-12,0.000000e+00,5.530274e-01,5.200096e-05
4.500000e-12,0.000000e+00,5.956896e-01,5.286614e-05
4.750000e-12,0.000000e+00,6.386550e-01,5.339927e-05
5.000000e-12,0.000000e+00,6.819703e-01,5.394659e-05
5.250000e-12,0.000000e+00,7.225458e-01,4.464549e-05
5.500000e-12,0.000000e+00,7.567135e-01,3.674261e-05
5.750000e-12,0.000000e+00,7.819372e-01,2.561039e-05
6.000000e-12,0.000000e+00,7.975943e-01,1.345463e-05
6.250000e-12,0.000000e+00,8.048966e-01,2.501793e-06
6.500000e-12,0.000000e+00,8.062782e-01,-5.657982e-06
6.750000e-12,0.000000e+00,8.045848e-01,-1.036984e-05
7.000000e-12,0.000000e+00,8.023377e-01,-1.188317e-05
7.250000e-12,0.000000e+00,8.012466e-01,-1.108871e-05
7.500000e-12,0.000000e+00,8.020392e-01,-9.150478e-06
7.750000e-12,0.000000e+00,8.045743e-01,-7.153810e-06
8.000000e-12,0.000000e+00,8.081417e-01,-5.857675e-06
8.250000e-12,0.000000e+00,8.118277e-01,-5.590921e-06
8.500000e-12,0.000000e+00,8.148359e-01,-6.284636e-06
8.750000e-12,0.000000e+00,8.166916e-01,-7.598851e-06
9.000000e-12,0.000000e+00,8.173063e-01,-9.087574e-06
9.250000e-12,0.000000e+00,8.169193e-01,-1.035010e-05
9.500000e-12,0.000000e+00,8.159619e-01,-1.113257e-05
9.750000e-12,0.000000e+00,8.148997e-01,-1.136509e-05
1.000000e-11,0.000000e+00,8.141003e-01,-1.113946e-05
1.025000e-11,1.500000e-06,8.137798e-01,-1.058200e-05
1.050000e-11,3.000000e-06,8.139917e-01,-9.930133e-06
1.075000e-11,4.500000e-06,8.146644e-01,-9.323553e-06
1.100000e-11,6.000000e-06,8.156590e-01,-8.865013e-06
1.125000e-11,7.500000e-06,8.168240e-01,-8.591332e-06
1.150000e-11,9.000000e-06,8.180329e-01,-8.487214e-06
1.175000e-11,1.050000e-05,8.192010e-01,-8.507111e-06
1.200000e-11,1.200000e-05,8.202870e-01,-8.595870e-06
1.225000e-11,1.350000e-05,8.212855e-01,-8.703318e-06
1.250000e-11,1.500000e-05,8.222156e-01,-8.792017e-06
1.275000e-11,1.650000e-05,8.231105e-01,-8.839793e-06
1.300000e-11,1.800000e-05,8.240077e-01,-8.839143e-06
1.325000e-11,1.950000e-05,8.249410e-01,-8.794969e-06
1.350000e-11,2.100000e-05,8.259334e-01,-8.721268e-06
1.375000e-11,2.250000e-05,8.269931e-01,-8.636947e-06
1.400000e-11,2.400000e-05,8.281132e-01,-8.561104e-06
1.425000e-11,2.550000e-05,8.292744e-01,-8.508518e-06
1.450000e-11,2.700000e-05,8.304513e-01,-8.486382e-06
1.475000e-11,2.850000e-05,8.316197e-01,-8.493173e-06
1.500000e-11,3.000000e-05,8.327629e-01,-8.519977e-06
1.525000e-11,3.150000e-05,8.338757e-01,-8.553805e-06
1.550000e-11,3.300000e-05,8.349640e-01,-8.581784e-06
1.575000e-11,3.450000e-05,8.360411e-01,-8.594853e-06
1.600000e-11,3.600000e-05,8.371231e-01,-8.589870e-06
1.625000e-11,3.750000e-05,8.382229e-01,-8.569631e-06
1.650000e-11,3.900000e-05,8.393474e-01,-8.541057e-06
1.675000e-11,4.050000e-05,8.404959e-01,-8.512380e-06
1.700000e-11,4.200000e-05,8.416619e-01,-8.490360e-06
1.725000e-11,4.350000e-05,8.428361e-01,-8.478443e-06
1.750000e-11,4.500000e-05,8.440099e-01,-8.476280e-06
1.775000e-11,4.650000e-05,8.451782e-01,-8.480544e-06
1.800000e-11,4.800000e-05,8.463400e-01,-8.486546e-06
1.825000e-11,4.950000e-05,8.474979e-01,-8.489984e-06
1.850000e-11,5.100000e-05,8.486568e-01,-8.488230e-06
1.875000e-11,5.250000e-05,8.498219e-01,-8.480826e-06
1.900000e-11,5.400000e-05,8.509967e-01,-8.469181e-06
1.925000e-11,5.550000e-05,8.521824e-01,-8.455729e-06
1.950000e-11,5.700000e-05,8.533780e-01,-8.442925e-06
1.975000e-11,5.850000e-05,8.545814e-01,-8.432455e-06
2.000000e-11,6.000000e-05,8.557898e-01,-8.424852e-06
2.025000e-11,6.150000e-05,8.570013e-01,-8.419583e-06
2.050000e-11,6.300000e-05,8.582149e-01,-8.415453e-06
2.075000e-11,6.450000e-05,8.594311e-01,-8.411143e-06
2.100000e-11,6.600000e-05,8.606510e-01,-8.405666e-06
2.125000e-11,6.750000e-05,8.618761e-01,-8.398612e-06
2.150000e-11,6.900000e-05,8.631075e-01,-8.390147e-06
2.175000e-11,7.050000e-05,8.643459e-01,-8.380826e-06
2.200000e-11,7.200000e-05,8.655914e-01,-8.371322e-06
2.225000e-11,7.350000e-05,8.668436e-01,-8.362171e-06
2.250000e-11,7.500000e-05,8.681018e-01,-8.353634e-06
2.275000e-11,7.650000e-05,8.693654e-01,-8.345670e-06
2.300000e-11,7.800000e-05,8.706344e-01,-8.338024e-06
2.325000e-11,7.950000e-05,8.719086e-01,-8.330360e-06
2.350000e-11,8.100000e-05,8.731884e-01,-8.322392e-06
2.375000e-11,8.250000e-05,8.744743e-01,-8.313963e-06
2.400000e-11,8.400000e-05,8.757665e-01,-8.305068e-06
2.425000e-11,8.550000e-05,8.770654e-01,-8.295819e-06
2.450000e-11,8.700000e-05,8.783712e-01,-8.286373e-06
2.475000e-11,8.850000e-05,8.796837e-01,-8.276875e-06
2.500000e-11,9.000000e-05,8.810030e-01,-8.267406e-06
2.525000e-11,9.150000e-05,8.823290e-01,-8.257972e-06
2.550000e-11,9.300000e-05,8.836616e-01,-8.248521e-06
2.575000e-11,9.450000e-05,8.850011e-01,-8.238971e-06
2.600000e-11,9.600000e-05,8.863474e-01,-8.229243e-06
2.625000e-11,9.750000e-05,8.877008e-01,-8.219290e-06
2.650000e-11,9.900000e-05,8.890615e-01,-8.209097e-06
2.675000e-11,1.005000e-04,8.904296e-01,-8.198685e-06
2.700000e-11,1.020000e-04,8.918053e-01,-8.188086e-06
2.725000e-11,1.035000e-04,8.931887e-01,-8.177334e-06
2.750000e-11,1.050000e-04,8.945798e-01,-8.166449e-06
2.775000e-11,1.065000e-04,8.959788e-01,-8.155434e-06
2.800000e-11,1.080000e-04,8.973857e-01,-8.144275e-06
2.825000e-11,1.095000e-04,8.988006e-01,-8.132946e-06
2.850000e-11,1.110000e-04,9.002238e-01,-8.121426e-06
2.875000e-11,1.125000e-04,9.016553e-01,-8.109695e-06
2.900000e-11,1.140000e-04,9.030954e-01,-8.097745e-06
2.925000e-11,1.155000e-04,9.045441e-01,-8.085574e-06
2.950000e-11,1.170000e-04,9.060017e-01,-8.073186e-06
2.975000e-11,1.185000e-04,9.074683e-01,-8.060584e-06
3.000000e-11,1.200000e-04,9.089439e-01,-8.047770e-06
3.025000e-11,1.215000e-04,9.104289e-01,-8.034740e-06
3.050000e-11,1.230000e-04,9.119233e-01,-8.021486e-06
3.075000e-11,1.245000e-04,9.134274e-01,-8.007996e-06
3.100000e-11,1.260000e-04,9.149412e-01,-7.994260e-06
3.125000e-11,1.275000e-04,9.164650e-01,-7.980265e-06
3.150000e-11,1.290000e-04,9.179990e-01,-7.966003e-06
3.175000e-11,1.305000e-04,9.195433e-01,-7.951465e-06
3.200000e-11,1.320000e-04,9.210983e-01,-7.936646e-06
3.225000e-11,1.335000e-04,9.226639e-01,-7.921540e-06
3.250000e-11,1.350000e-04,9.242406e-01,-7.906140e-06
3.275000e-11,1.365000e-04,9.258285e-01,-7.890438e-06
3.300000e-11,1.380000e-04,9.274278e-01,-7.874423e-06
3.325000e-11,1.395000e-04,9.290387e-01,-7.858086e-06
3.350000e-11,1.410000e-04,9.306616e-01,-7.841413e-06
3.375000e-11,1.425000e-04,9.322966e-01,-7.824394e-06
3.400000e-11,1.440000e-04,9.339440e-01,-7.807015e-06
3.425000e-11,1.455000e-04,9.356040e-01,-7.789264e-06
3.450000e-11,1.470000e-04,9.372770e-01,-7.771129e-06
3.475000e-11,1.485000e-04,9.389632e-01,-7.752598e-06
3.500000e-11,1.500000e-04,9.406629e-01,-7.733658e-06
3.525000e-11,1.515000e-04,9.423765e-01,-7.714293e-06
3.550000e-11,1.530000e-04,9.441042e-01,-7.694490e-06
3.575000e-11,1.545000e-04,9.458463e-01,-7.674232e-06
3.600000e-11,1.560000e-04,9.476033e-01,-7.653501e-06
3.625000e-11,1.575000e-04,9.493754e-01,-7.632281e-06
3.650000e-11,1.590000e-04,9.511630e-01,-7.610552e-06
3.675000e-11,1.605000e-04,9.529665e-01,-7.588295e-06
3.700000e-11,1.620000e-04,9.547863e-01,-7.565489e-06
3.725000e-11,1.635000e-04,9.566227e-01,-7.542113e-06
3.750000e-11,1.650000e-04,9.584763e-01,-7.518144e-06
3.775000e-11,1.665000e-04,9.603475e-01,-7.493559e-06
3.800000e-11,1.680000e-04,9.622366e-01,-7.468332e-06
3.825000e-11,1.695000e-04,9.641443e-01,-7.442436e-06
3.850000e-11,1.710000e-04,9.660709e-01,-7.415844e-06
3.875000e-11,1.725000e-04,9.680171e-01,-7.388526e-06
3.900000e-11,1.740000e-04,9.699834e-01,-7.360449e-06
3.925000e-11,1.755000e-04,9.719702e-01,-7.331580e-06
3.950000e-11,1.770000e-04,9.739783e-01,-7.301884e-06
3.975000e-11,1.785000e-04,9.760082e-01,-7.271324e-06
4.000000e-11,1.800000e-04,9.780606e-01,-7.239858e-06
4.025000e-11,1.815000e-04,9.801362e-01,-7.207445e-06
4.050000e-11,1.830000e-04,9.822356e-01,-7.174039e-06
4.075000e-11,1.845000e-04,9.843597e-01,-7.139593e-06
4.100000e-11,1.860000e-04,9.865092e-01,-7.104054e-06
4.125000e-11,1.875000e-04,9.886849e-01,-7.067369e-06
4.150000e-11,1.890000e-04,9.908877e-01,-7.029478e-06
4.175000e-11,1.905000e-04,9.931185e-01,-6.990318e-06
4.200000e-11,1.920000e-04,9.953782e-01,-6.949824e-06
4.225000e-11,1.935000e-04,9.976680e-01,-6.907921e-06
4.250000e-11,1.950000e-04,9.999887e-01,-6.864535e-06
4.275000e-11,1.965000e-04,1.002342e+00,-6.819580e-06
4.300000e-11,1.980000e-04,1.004728e+00,-6.772969e-06
4.325000e-11,1.995000e-04,1.007149e+00,-6.724605e-06
4.350000e-11,2.010000e-04,1.009606e+00,-6.674383e-06
4.375000e-11,2.025000e-04,1.012100e+00,-6.622193e-06
4.400000e-11,2.040000e-04,1.014633e+00,-6.567912e-06
4.425000e-11,2.055000e-04,1.017206e+00,-6.511410e-06
4.450000e-11,2.070000e-04,1.019822e+00,-6.452543e-06
4.475000e-11,2.085000e-04,1.022481e+00,-6.391156e-06
4.500000e-11,2.100000e-04,1.025187e+00,-6.327080e-06
4.525000e-11,2.115000e-04,1.027940e+00,-6.260132e-06
4.550000e-11,2.130000e-04,1.030743e+00,-6.190109e-06
4.575000e-11,2.145000e-04,1.033599e+00,-6.116792e-06
4.600000e-11,2.160000e-04,1.036510e+00,-6.039938e-06
4.625000e-11,2.175000e-04,1.039479e+00,-5.959282e-06
4.650000e-11,2.190000e-04,1.042509e+00,-5.874531e-06
4.675000e-11,2.205000e-04,1.045602e+00,-5.785363e-06
4.700000e-11,2.220000e-04,1.048763e+00,-5.691419e-06
4.725000e-11,2.235000e-04,1.051995e+00,-5.592304e-06
4.750000e-11,2.250000e-04,1.055302e+00,-5.487577e-06
4.775000e-11,2.265000e-04,1.058688e+00,-5.376746e-06
4.800000e-11,2.280000e-04,1.062158e+00,-5.259265e-06
4.825000e-11,2.295000e-04,1.065718e+00,-5.134516e-06
4.850000e-11,2.310000e-04,1.069373e+00,-5.001810e-06
4.875000e-11,2.325000e-04,1.073130e+00,-4.860368e-06
4.900000e-11,2.340000e-04,1.076995e+00,-4.709308e-06
4.925000e-11,2.355000e-04,1.080976e+00,-4.547630e-06
4.950000e-11,2.370000e-04,1.085081e+00,-4.374195e-06
4.975000e-11,2.385000e-04,1.089320e+00,-4.187703e-06
5.000000e-11,2.400000e-04,1.093703e+00,-3.986658e-06
5.025000e-11,2.415000e-04,1.098243e+00,-3.769340e-06
5.050000e-11,2.430000e-04,1.102951e+00,-3.533757e-06
5.075000e-11,2.445000e-04,1.107843e+00,-3.277593e-06
5.100000e-11,2.460000e-04,1.112936e+00,-2.998141e-06
5.125000e-11,2.475000e-04,1.118249e+00,-2.692225e-06
5.150000e-11,2.490000e-04,1.123802e+00,-2.356094e-06
5.175000e-11,2.505000e-04,1.129622e+00,-1.985295e-06
5.200000e-11,2.520000e-04,1.135737e+00,-1.574506e-06
5.225000e-11,2.535000e-04,1.142180e+00,-1.117329e-06
5.250000e-11,2.550000e-04,1.148991e+00,-6.060183e-07
5.275000e-11,2.565000e-04,1.156214e+00,-3.112502e-08
5.300000e-11,2.580000e-04,1.163904e+00,6.189667e-07
5.325000e-11,2.595000e-04,1.172124e+00,1.358658e-06
5.350000e-11,2.610000e-04,1.180953e+00,2.205966e-06
5.375000e-11,2.625000e-04,1.190484e+00,3.183648e-06
5.400000e-11,2.640000e-04,1.200831e+00,4.320758e-06
5.425000e-11,2.655000e-04,1.212135e+00,5.654795e-06
5.450000e-11,2.670000e-04,1.224571e+00,7.234756e-06
5.475000e-11,2.685000e-04,1.238364e+00,9.125496e-06
5.500000e-11,2.700000e-04,1.253796e+00,1.141406e-05
5.525000e-11,2.715000e-04,1.271237e+00,1.421902e-05
5.550000e-11,2.730000e-04,1.291174e+00,1.770449e-05
5.575000e-11,2.745000e-04,1.314256e+00,2.210133e-05
5.600000e-11,2.760000e-04,1.341372e+00,2.773972e-05
5.625000e-11,2.775000e-04,1.373753e+00,3.509928e-05
5.650000e-11,2.790000e-04,1.413141e+00,4.488550e-05
5.675000e-11,2.805000e-04,1.462043e+00,5.814171e-05
5.700000e-11,2.820000e-04,1.524125e+00,7.639649e-05
5.725000e-11,2.835000e-04,1.604764e+00,1.018059e-04
5.750000e-11,2.850000e-04,1.711792e+00,1.371578e-04
5.775000e-11,2.865000e-04,1.856299e+00,1.855816e-04
5.800000e-11,2.880000e-04,2.053486e+00,2.504020e-04
5.825000e-11,2.895000e-04,2.324167e+00,3.367203e-04
5.850000e-11,2.910000e-04,2.698356e+00,4.552088e-04
5.875000e-11,2.925000e-04,3.220368e+00,6.242611e-04
5.900000e-11,2.940000e-04,3.941763e+00,8.557086e-04
5.925000e-11,2.955000e-04,4.859766e+00,1.092241e-03
5.950000e-11,2.970000e-04,5.830503e+00,1.175045e-03
5.975000e-11,2.985000e-04,6.645856e+00,1.022381e-03
6.000000e-11,3.000000e-04,7.161967e+00,6.941865e-04
6.025000e-11,3.015000e-04,7.346400e+00,3.099534e-04
6.050000e-11,3.030000e-04,7.263268e+00,-1.894430e-05
6.075000e-11,3.045000e-04,7.034278e+00,-2.192421e-04
6.100000e-11,3.060000e-04,6.791744e+00,-2.688749e-04
6.125000e-11,3.075000e-04,6.634765e+00,-1.969877e-04
6.150000e-11,3.090000e-04,6.604474e+00,-6.492918e-05
6.175000e-11,3.105000e-04,6.685285e+00,6.237451e-05
6.200000e-11,3.120000e-04,6.826141e+00,1.402101e-04
6.225000e-11,3.135000e-04,6.968501e+00,1.540779e-04
6.250000e-11,3.150000e-04,7.068515e+00,1.154963e-04
6.275000e-11,3.165000e-04,7.107360e+00,5.007564e-05
6.300000e-11,3.180000e-04,7.090398e+00,-1.489759e-05
6.325000e-11,3.195000e-04,7.039058e+00,-5.940397e-05
6.350000e-11,3.210000e-04,6.979861e+00,-7.502400e-05
6.375000e-11,3.225000e-04,6.934592e+00,-6.472188e-05
6.400000e-11,3.240000e-04,6.914474e+00,-3.903456e-05
6.425000e-11,3.255000e-04,6.919365e+00,-1.063171e-05
6.450000e-11,3.270000e-04,6.940979e+00,1.047225e-05
6.475000e-11,3.285000e-04,6.967938e+00,1.949956e-05
6.500000e-11,3.300000e-04,6.990397e+00,1.697635e-05
6.525000e-11,3.315000e-04,7.002796e+00,7.007372e-06
6.550000e-11,3.330000e-04,7.004403e+00,-5.107415e-06
6.575000e-11,3.345000e-04,6.998127e+00,-1.492855e-05
6.600000e-11,3.360000e-04,6.988507e+00,-2.004526e-05
6.625000e-11,3.375000e-04,6.979778e+00,-2.024823e-05
6.650000e-11,3.390000e-04,6.974612e+00,-1.694279e-05
6.675000e-11,3.405000e-04,6.973745e+00,-1.221473e-05
6.700000e-11,3.420000e-04,6.976349e+00,-7.957623e-06
6.725000e-11,3.435000e-04,6.980785e+00,-5.331161e-06
6.750000e-11,3.450000e-04,6.985371e+00,-4.626527e-06
6.775000e-11,3.465000e-04,6.988923e+00,-5.453479e-06
6.800000e-11,3.480000e-04,6.990949e+00,-7.082950e-06
6.825000e-11,3.495000e-04,6.991566e+00,-8.782336e-06
6.850000e-11,3.510000e-04,6.991264e+00,-1.003837e-05
6.875000e-11,3.525000e-04,6.990627e+00,-1.063573e-05
6.900000e-11,3.540000e-04,6.990140e+00,-1.061770e-05
6.925000e-11,3.555000e-04,6.990086e+00,-1.018382e-05
6.950000e-11,3.570000e-04,6.990543e+00,-9.579329e-06
6.975000e-11,3.585000e-04,6.991435e+00,-9.012856e-06
7.000000e-11,3.600000e-04,6.992605e+00,-8.615336e-06
7.025000e-11,3.615000e-04,6.993879e+00,-8.435009e-06
7.050000e-11,3.630000e-04,6.995109e+00,-8.454493e-06
7.075000e-11,3.645000e-04,6.996196e+00,-8.616018e-06
7.100000e-11,3.660000e-04,6.997097e+00,-8.845553e-06
7.125000e-11,3.675000e-04,6.997820e+00,-9.071859e-06
7.150000e-11,3.690000e-04,6.998415e+00,-9.239834e-06
7.175000e-11,3.705000e-04,6.998951e+00,-9.318505e-06
7.200000e-11,3.720000e-04,6.999505e+00,-9.303719e-06
7.225000e-11,3.735000e-04,7.000135e+00,-9.215327e-06
7.250000e-11,3.750000e-04,7.000871e+00,-9.089270e-06
7.275000e-11,3.765000e-04,7.001710e+00,-8.966273e-06
7.300000e-11,3.780000e-04,7.002620e+00,-8.880130e-06
7.325000e-11,3.795000e-04,7.003552e+00,-8.848933e-06
7.350000e-11,3.810000e-04,7.004461e+00,-8.871781e-06
7.375000e-11,3.825000e-04,7.005315e+00,-8.931610e-06
7.400000e-11,3.840000e-04,7.006106e+00,-9.002737e-06
7.425000e-11,3.855000e-04,7.006848e+00,-9.060179e-06
7.450000e-11,3.870000e-04,7.007568e+00,-9.087474e-06
7.475000e-11,3.885000e-04,7.008296e+00,-9.080616e-06
7.500000e-11,3.900000e-04,7.009056e+00,-9.047283e-06
7.525000e-11,3.915000e-04,7.009856e+00,-9.002338e-06
7.550000e-11,3.930000e-04,7.010691e+00,-8.961676e-06
7.575000e-11,3.945000e-04,7.011546e+00,-8.936779e-06
7.600000e-11,3.960000e-04,7.012402e+00,-8.931718e-06
7.625000e-11,3.975000e-04,7.013246e+00,-8.943193e-06
7.650000e-11,3.990000e-04,7.014071e+00,-8.963065e-06
7.675000e-11,4.005000e-04,7.014878e+00,-8.982042e-06
7.700000e-11,4.020000e-04,7.015676e+00,-8.993043e-06
7.725000e-11,4.035000e-04,7.016475e+00,-8.993141e-06
7.750000e-11,4.050000e-04,7.017283e+00,-8.983697e-06
7.775000e-11,4.065000e-04,7.018104e+00,-8.968999e-06
7.800000e-11,4.080000e-04,7.018938e+00,-8.954178e-06
7.825000e-11,4.095000e-04,7.019781e+00,-8.943281e-06
7.850000e-11,4.110000e-04,7.020627e+00,-8.938119e-06
7.875000e-11,4.125000e-04,7.021471e+00,-8.938142e-06
7.900000e-11,4.140000e-04,7.022312e+00,-8.941156e-06
7.925000e-11,4.155000e-04,7.023150e+00,-8.944439e-06
7.950000e-11,4.170000e-04,7.023985e+00,-8.945804e-06
7.975000e-11,4.185000e-04,7.024822e+00,-8.944227e-06
8.000000e-11,4.200000e-04,7.025663e+00,-8.939933e-06
8.025000e-11,4.215000e-04,7.026509e+00,-8.934024e-06
8.050000e-11,4.230000e-04,7.027360e+00,-8.927894e-06
8.075000e-11,4.245000e-04,7.028215e+00,-8.922673e-06
8.100000e-11,4.260000e-04,7.029072e+00,-8.918900e-06
8.125000e-11,4.275000e-04,7.029931e+00,-8.916476e-06
8.150000e-11,4.290000e-04,7.030790e+00,-8.914854e-06
8.175000e-11,4.305000e-04,7.031650e+00,-8.913337e-06
8.200000e-11,4.320000e-04,7.032511e+00,-8.911364e-06
8.225000e-11,4.335000e-04,7.033375e+00,-8.908665e-06
8.250000e-11,4.350000e-04,7.034241e+00,-8.905292e-06
8.275000e-11,4.365000e-04,7.035109e+00,-8.901513e-06
8.300000e-11,4.380000e-04,7.035981e+00,-8.897668e-06
8.325000e-11,4.395000e-04,7.036855e+00,-8.894026e-06
8.350000e-11,4.410000e-04,7.037732e+00,-8.890712e-06
8.375000e-11,4.425000e-04,7.038611e+00,-8.887695e-06
8.400000e-11,4.440000e-04,7.039491e+00,-8.884842e-06
8.425000e-11,4.455000e-04,7.040374e+00,-8.881992e-06
8.450000e-11,4.470000e-04,7.041258e+00,-8.879017e-06
8.475000e-11,4.485000e-04,7.042145e+00,-8.875863e-06
8.500000e-11,4.500000e-04,7.043034e+00,-8.872550e-06
8.525000e-11,4.515000e-04,7.043926e+00,-8.869143e-06
8.550000e-11,4.530000e-04,7.044820e+00,-8.865718e-06
8.575000e-11,4.545000e-04,7.045717e+00,-8.862330e-06
8.600000e-11,4.560000e-04,7.046615e+00,-8.859002e-06
8.625000e-11,4.575000e-04,7.047517e+00,-8.855719e-06
8.650000e-11,4.590000e-04,7.048420e+00,-8.852449e-06
8.675000e-11,4.605000e-04,7.049326e+00,-8.849156e-06
8.700000e-11,4.620000e-04,7.050234e+00,-8.845814e-06
8.725000e-11,4.635000e-04,7.051145e+00,-8.842417e-06
8.750000e-11,4.650000e-04,7.052058e+00,-8.838972e-06
8.775000e-11,4.665000e-04,7.052973e+00,-8.835496e-06
8.800000e-11,4.680000e-04,7.053891e+00,-8.832004e-06
8.825000e-11,4.695000e-04,7.054811e+00,-8.828507e-06
8.850000e-11,4.710000e-04,7.055734e+00,-8.825005e-06
8.875000e-11,4.725000e-04,7.056660e+00,-8.821494e-06
8.900000e-11,4.740000e-04,7.057588e+00,-8.817963e-06
8.925000e-11,4.755000e-04,7.058518e+00,-8.814406e-06
8.950000e-11,4.770000e-04,7.059451e+00,-8.810817e-06
8.975000e-11,4.785000e-04,7.060386e+00,-8.807197e-06
9.000000e-11,4.800000e-04,7.061325e+00,-8.803549e-06
9.025000e-11,4.815000e-04,7.062265e+00,-8.799875e-06
9.050000e-11,4.830000e-04,7.063209e+00,-8.796181e-06
9.075000e-11,4.845000e-04,7.064154e+00,-8.792465e-06
9.100000e-11,4.860000e-04,7.065103e+00,-8.788729e-06
9.125000e-11,4.875000e-04,7.066054e+00,-8.784968e-06
9.150000e-11,4.890000e-04,7.067008e+00,-8.781181e-06
9.175000e-11,4.905000e-04,7.067965e+00,-8.777364e-06
9.200000e-11,4.920000e-04,7.068924e+00,-8.773519e-06
9.225000e-11,4.935000e-04,7.069886e+00,-8.769643e-06
9.250000e-11,4.950000e-04,7.070851e+00,-8.765739e-06
9.275000e-11,4.965000e-04,7.071819e+00,-8.761807e-06
9.300000e-11,4.980000e-04,7.072789e+00,-8.757847e-06
9.325000e-11,4.995000e-04,7.073763e+00,-8.753858e-06
9.350000e-11,5.010000e-04,7.074739e+00,-8.749841e-06
9.375000e-11,5.025000e-04,7.075718e+00,-8.745793e-06
9.400000e-11,5.040000e-04,7.076700e+00,-8.741714e-06
9.425000e-11,5.055000e-04,7.077685e+00,-8.737602e-06
9.450000e-11,5.070000e-04,7.078673e+00,-8.733458e-06
9.475000e-11,5.085000e-04,7.079663e+00,-8.729281e-06
9.500000e-11,5.100000e-04,7.080657e+00,-8.725070e-06
9.525000e-11,5.115000e-04,7.081654e+00,-8.720826e-06
9.550000e-11,5.130000e-04,7.082654e+00,-8.716548e-06
9.575000e-11,5.145000e-04,7.083656e+00,-8.712235e-06
9.600000e-11,5.160000e-04,7.084662e+00,-8.707888e-06
9.625000e-11,5.175000e-04,7.085671e+00,-8.703504e-06
9.650000e-11,5.190000e-04,7.086684e+00,-8.699083e-06
9.675000e-11,5.205000e-04,7.087699e+00,-8.694625e-06
9.700000e-11,5.220000e-04,7.088718e+00,-8.690129e-06
9.725000e-11,5.235000e-04,7.089739e+00,-8.685595e-06
9.750000e-11,5.250000e-04,7.090764e+00,-8.681021e-06
9.775000e-11,5.265000e-04,7.091793e+00,-8.676407e-06
9.800000e-11,5.280000e-04,7.092824e+00,-8.671753e-06
9.825000e-11,5.295000e-04,7.093859e+00,-8.667058e-06
9.850000e-11,5.310000e-04,7.094897e+00,-8.662321e-06
9.875000e-11,5.325000e-04,7.095939e+00,-8.657541e-06
9.900000e-11,5.340000e-04,7.096984e+00,-8.652719e-06
9.925000e-11,5.355000e-04,7.098033e+00,-8.647852e-06
9.950000e-11,5.370000e-04,7.099085e+00,-8.642940e-06
9.975000e-11,5.385000e-04,7.100140e+00,-8.637982e-06
1.000000e-10,5.400000e-04,7.101199e+00,-8.632978e-06
1.002500e-10,5.415000e-04,7.102262e+00,-8.627927e-06
1.005000e-10,5.430000e-04,7.103328e+00,-8.622828e-06
1.007500e-10,5.445000e-04,7.104398e+00,-8.617680e-06
1.010000e-10,5.460000e-04,7.105472e+00,-8.612483e-06
1.012500e-10,5.475000e-04,7.106550e+00,-8.607235e-06
1.015000e-10,5.490000e-04,7.107631e+00,-8.601935e-06
1.017500e-10,5.505000e-04,7.108716e+00,-8.596583e-06
1.020000e-10,5.520000e-04,7.109805e+00,-8.591178e-06
1.022500e-10,5.535000e-04,7.110897e+00,-8.585718e-06
1.025000e-10,5.550000e-04,7.111994e+00,-8.580203e-06
1.027500e-10,5.565000e-04,7.113095e+00,-8.574632e-06
1.030000e-10,5.580000e-04,7.114199e+00,-8.569004e-06
1.032500e-10,5.595000e-04,7.115308e+00,-8.563318e-06
1.035000e-10,5.610000e-04,7.116420e+00,-8.557572e-06
1.037500e-10,5.625000e-04,7.117537e+00,-8.551766e-06
1.040000e-10,5.640000e-04,7.118658e+00,-8.545898e-06
1.042500e-10,5.655000e-04,7.119784e+00,-8.539967e-06
1.045000e-10,5.670000e-04,7.120913e+00,-8.533973e-06
1.047500e-10,5.685000e-04,7.122047e+00,-8.527913e-06
1.050000e-10,5.700000e-04,7.123185e+00,-8.521788e-06
1.052500e-10,5.715000e-04,7.124328e+00,-8.515594e-06
1.055000e-10,5.730000e-04,7.125475e+00,-8.509332e-06
1.057500e-10,5.745000e-04,7.126626e+00,-8.503000e-06
1.060000e-10,5.760000e-04,7.127782e+00,-8.496597e-06
