time,"V(VIN)","I(ROUT)","P(B01)","P(B02)"
2.522500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.525000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.527500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.530000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.532500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.535000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.537500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.540000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.542500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.545000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.547500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.550000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.552500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.555000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.557500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.560000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.562500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.565000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.567500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.570000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.572500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.575000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.577500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.580000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.582500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.585000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.587500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.590000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.592500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.595000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.597500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.600000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.602500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.605000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.607500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.610000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.612500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.615000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.617500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.620000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.622500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.625000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.627500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.630000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.632500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.635000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.637500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.640000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.642500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.645000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.647500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.650000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.652500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.655000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.657500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.660000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.662500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.665000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.667500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.670000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.672500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.675000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.677500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.680000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.682500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.685000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.687500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.690000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.692500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.695000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.697500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.700000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.702500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.705000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.707500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.710000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.712500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.715000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.717500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.720000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.722500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.725000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.727500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.730000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.732500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.735000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.737500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.740000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.742500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.745000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.747500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.750000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.752500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.755000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.757500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.760000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.762500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.765000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.767500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.770000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.772500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.775000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.777500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.780000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.782500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.785000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.787500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.790000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.792500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.795000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.797500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.800000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.802500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.805000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.807500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.810000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.812500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.815000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.817500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.820000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.822500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.825000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.827500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.830000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.832500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.835000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.837500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.840000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.842500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.845000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.847500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.850000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.852500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.855000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.857500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.860000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.862500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.865000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.867500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.870000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.872500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.875000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.877500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.880000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.882500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.885000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.887500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.890000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.892500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.895000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.897500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.900000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.902500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.905000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.907500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.910000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.912500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.915000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.917500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.920000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.922500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.925000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.927500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.930000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.932500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.935000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.937500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.940000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.942500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.945000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.947500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.950000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.952500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.955000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.957500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.960000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.962500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.965000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.967500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.970000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.972500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.975000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.977500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.980000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.982500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.985000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.987500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.990000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.992500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.995000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
2.997500e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
3.000000e-10,0.000000e+00,0.000000e+00,4.046324e-01,6.155778e-01
3.002500e-10,5.514200e-05,2.636895e-08,4.073669e-01,6.156940e-01
3.005000e-10,1.286647e-04,1.427930e-07,4.188931e-01,6.163234e-01
3.007500e-10,2.083142e-04,4.591507e-07,4.471204e-01,6.182786e-01
3.010000e-10,2.900061e-04,1.119728e-06,4.995724e-01,6.228033e-01
3.012500e-10,3.723787e-04,2.273821e-06,5.817014e-01,6.314329e-01
3.015000e-10,4.549782e-04,4.040320e-06,6.964603e-01,6.457456e-01
3.017500e-10,5.376534e-04,6.482589e-06,8.451762e-01,6.671148e-01
3.020000e-10,6.203538e-04,9.607380e-06,1.029341e+00,6.965891e-01
3.022500e-10,7.030626e-04,1.339351e-05,1.252874e+00,7.349828e-01
3.025000e-10,7.857742e-04,1.784784e-05,1.524705e+00,7.832064e-01
3.027500e-10,7.582027e-04,2.303068e-05,1.856651e+00,8.426001e-01
3.030000e-10,6.938702e-04,2.911582e-05,2.264331e+00,9.153361e-01
3.032500e-10,6.172841e-04,3.644493e-05,2.770832e+00,1.004957e+00
3.035000e-10,5.366134e-04,4.557897e-05,3.405568e+00,1.117045e+00
3.037500e-10,4.545811e-04,5.722605e-05,4.179005e+00,1.259475e+00
3.040000e-10,3.720950e-04,7.186892e-05,5.023308e+00,1.440919e+00
3.042500e-10,2.894577e-04,8.936005e-05,5.783831e+00,1.667642e+00
3.045000e-10,2.067699e-04,1.089913e-04,6.313625e+00,1.941386e+00
3.047500e-10,1.240653e-04,1.299558e-04,6.550595e+00,2.260593e+00
3.050000e-10,4.135510e-05,1.519497e-04,6.530340e+00,2.624529e+00
3.052500e-10,1.378503e-05,1.756050e-04,6.357278e+00,3.037728e+00
3.055000e-10,4.595011e-06,2.022674e-04,6.155951e+00,3.510607e+00
3.057500e-10,1.531670e-06,2.325725e-04,6.026329e+00,4.050538e+00
3.060000e-10,5.105568e-07,2.637456e-04,6.018383e+00,4.640905e+00
3.062500e-10,1.701856e-07,2.881406e-04,6.128297e+00,5.225304e+00
3.065000e-10,5.672853e-08,2.967091e-04,6.312013e+00,5.726604e+00
3.067500e-10,1.890951e-08,2.847687e-04,6.508857e+00,6.087807e+00
3.070000e-10,6.303170e-09,2.544843e-04,6.665306e+00,6.296120e+00
3.072500e-10,2.101057e-09,2.132208e-04,6.750554e+00,6.379917e+00
3.075000e-10,7.003522e-10,1.699684e-04,6.761110e+00,6.389497e+00
3.077500e-10,2.334507e-10,1.320793e-04,6.716054e+00,6.375461e+00
3.080000e-10,7.781691e-11,1.035050e-04,6.646453e+00,6.373711e+00
3.082500e-10,2.593897e-11,8.468454e-05,6.583205e+00,6.400123e+00
3.085000e-10,8.646323e-12,7.358019e-05,6.547426e+00,6.453375e+00
3.087500e-10,2.882106e-12,6.712932e-05,6.546083e+00,6.522144e+00
3.090000e-10,9.607008e-13,6.249591e-05,6.573226e+00,6.592736e+00
3.092500e-10,3.202340e-13,5.778868e-05,6.615128e+00,6.654503e+00
3.095000e-10,1.067439e-13,5.221500e-05,6.656663e+00,6.702130e+00
3.097500e-10,3.557940e-14,4.584030e-05,6.686500e+00,6.735305e+00
3.100000e-10,1.185945e-14,3.918676e-05,6.699734e+00,6.756953e+00
3.102500e-10,3.953188e-15,3.286246e-05,6.697792e+00,6.771186e+00
3.105000e-10,1.316599e-15,2.732328e-05,6.686349e+00,6.781758e+00
3.107500e-10,4.396842e-16,2.278375e-05,6.672442e+00,6.791267e+00
3.110000e-10,1.450409e-16,1.923900e-05,6.661886e+00,6.801038e+00
3.112500e-10,4.799570e-17,1.654131e-05,6.657767e+00,6.811406e+00
3.115000e-10,1.525756e-17,1.448330e-05,6.660202e+00,6.822117e+00
3.117500e-10,4.734588e-18,1.286020e-05,6.667121e+00,6.832683e+00
3.120000e-10,2.396149e-18,1.150412e-05,6.675541e+00,6.842605e+00
3.122500e-10,5.771070e-20,1.029561e-05,6.682778e+00,6.851480e+00
3.125000e-10,5.771070e-20,9.162089e-06,6.687227e+00,6.859051e+00
3.127500e-10,5.771070e-20,8.070618e-06,6.688577e+00,6.865212e+00
3.130000e-10,5.771070e-20,7.018962e-06,6.687549e+00,6.870013e+00
3.132500e-10,5.771070e-20,6.025705e-06,6.685382e+00,6.873638e+00
3.135000e-10,5.771070e-20,5.119507e-06,6.683288e+00,6.876372e+00
3.137500e-10,5.771070e-20,4.328180e-06,6.682080e+00,6.878542e+00
3.140000e-10,5.771070e-20,3.669347e-06,6.682030e+00,6.880446e+00
3.142500e-10,5.771070e-20,3.144751e-06,6.682941e+00,6.882303e+00
3.145000e-10,5.771070e-20,2.739585e-06,6.684353e+00,6.884214e+00
3.147500e-10,5.771070e-20,2.426672e-06,6.685767e+00,6.886168e+00
3.150000e-10,5.771070e-20,2.173813e-06,6.686820e+00,6.888076e+00
3.152500e-10,5.771070e-20,1.951722e-06,6.687360e+00,6.889816e+00
3.155000e-10,5.771070e-20,1.740060e-06,6.687439e+00,6.891288e+00
3.157500e-10,5.771070e-20,1.529976e-06,6.687228e+00,6.892445e+00
3.160000e-10,5.771070e-20,1.322975e-06,6.686933e+00,6.893299e+00
3.162500e-10,5.771070e-20,1.127079e-06,6.686718e+00,6.893914e+00
3.165000e-10,5.771070e-20,9.519736e-07,6.686663e+00,6.894379e+00
3.167500e-10,5.771070e-20,8.048269e-07,6.686770e+00,6.894778e+00
3.170000e-10,5.771070e-20,6.879210e-07,6.686981e+00,6.895172e+00
3.172500e-10,5.771070e-20,5.984218e-07,6.687221e+00,6.895585e+00
3.175000e-10,5.771070e-20,5.298694e-07,6.687426e+00,6.896013e+00
3.177500e-10,5.771070e-20,4.745164e-07,6.687560e+00,6.896430e+00
3.180000e-10,5.771070e-20,4.255699e-07,6.687619e+00,6.896808e+00
3.182500e-10,5.771070e-20,3.786483e-07,6.687623e+00,6.897123e+00
3.185000e-10,5.771070e-20,3.321773e-07,6.687601e+00,6.897369e+00
3.187500e-10,5.771070e-20,2.868556e-07,6.687580e+00,6.897551e+00
3.190000e-10,5.771070e-20,2.445871e-07,6.687575e+00,6.897685e+00
3.192500e-10,5.771070e-20,2.073461e-07,6.687591e+00,6.897791e+00
3.195000e-10,5.771070e-20,1.763460e-07,6.687623e+00,6.897886e+00
3.197500e-10,5.771070e-20,1.516933e-07,6.687662e+00,6.897979e+00
3.200000e-10,5.771070e-20,1.325023e-07,6.687697e+00,6.898075e+00
3.202500e-10,5.771070e-20,1.173115e-07,6.687724e+00,6.898169e+00
3.205000e-10,5.771070e-20,1.045847e-07,6.687741e+00,6.898258e+00
3.207500e-10,5.771070e-20,9.311279e-08,6.687749e+00,6.898336e+00
3.210000e-10,5.771070e-20,8.221548e-08,6.687752e+00,6.898401e+00
3.212500e-10,5.771070e-20,7.173048e-08,6.687754e+00,6.898451e+00
3.215000e-10,5.771070e-20,6.185251e-08,6.687756e+00,6.898490e+00
3.217500e-10,5.771070e-20,5.291333e-08,6.687760e+00,6.898520e+00
3.220000e-10,5.771070e-20,4.518836e-08,6.687766e+00,6.898546e+00
3.222500e-10,5.771070e-20,3.878291e-08,6.687773e+00,6.898569e+00
3.225000e-10,5.771070e-20,3.361067e-08,6.687779e+00,6.898591e+00
3.227500e-10,5.771070e-20,2.944402e-08,6.687784e+00,6.898613e+00
3.230000e-10,5.771070e-20,2.599874e-08,6.687788e+00,6.898633e+00
3.232500e-10,5.771070e-20,2.301557e-08,6.687790e+00,6.898652e+00
3.235000e-10,5.771070e-20,2.031305e-08,6.687792e+00,6.898668e+00
3.237500e-10,5.771070e-20,1.780278e-08,6.687794e+00,6.898681e+00
3.240000e-10,5.771070e-20,1.547291e-08,6.687795e+00,6.898691e+00
3.242500e-10,5.771070e-20,1.335448e-08,6.687796e+00,6.898700e+00
3.245000e-10,5.771070e-20,1.148605e-08,6.687798e+00,6.898707e+00
3.247500e-10,5.771070e-20,9.888253e-09,6.687799e+00,6.898713e+00
3.250000e-10,5.771070e-20,8.553337e-09,6.687800e+00,6.898718e+00
3.252500e-10,5.771070e-20,7.448118e-09,6.687801e+00,6.898724e+00
3.255000e-10,5.771070e-20,6.525268e-09,6.687802e+00,6.898728e+00
3.257500e-10,5.771070e-20,5.736545e-09,6.687803e+00,6.898733e+00
3.260000e-10,5.771070e-20,5.043000e-09,6.687803e+00,6.898737e+00
3.262500e-10,5.771070e-20,4.419716e-09,6.687804e+00,6.898740e+00
3.265000e-10,5.771070e-20,3.855167e-09,6.687804e+00,6.898743e+00
3.267500e-10,5.771070e-20,3.347011e-09,6.687805e+00,6.898745e+00
3.270000e-10,5.771070e-20,2.896751e-09,6.687805e+00,6.898747e+00
3.272500e-10,5.771070e-20,2.505269e-09,6.687805e+00,6.898748e+00
3.275000e-10,5.771070e-20,2.170367e-09,6.687806e+00,6.898750e+00
3.277500e-10,5.771070e-20,1.886404e-09,6.687806e+00,6.898751e+00
3.280000e-10,5.771070e-20,1.645439e-09,6.687806e+00,6.898752e+00
3.282500e-10,5.771070e-20,1.438981e-09,6.687806e+00,6.898753e+00
3.285000e-10,5.771070e-20,1.259533e-09,6.687806e+00,6.898754e+00
3.287500e-10,5.771070e-20,1.101491e-09,6.687806e+00,6.898755e+00
3.290000e-10,5.771070e-20,9.612672e-10,6.687806e+00,6.898756e+00
3.292500e-10,5.771070e-20,8.368568e-10,6.687807e+00,6.898756e+00
3.295000e-10,5.771070e-20,7.271493e-10,6.687807e+00,6.898757e+00
3.297500e-10,5.771070e-20,6.312864e-10,6.687807e+00,6.898757e+00
3.300000e-10,5.771070e-20,5.482503e-10,6.687807e+00,6.898758e+00
3.302500e-10,5.771070e-20,4.767267e-10,6.687807e+00,6.898758e+00
3.305000e-10,5.771070e-20,4.151839e-10,6.687807e+00,6.898758e+00
3.307500e-10,5.771070e-20,3.620570e-10,6.687807e+00,6.898758e+00
3.310000e-10,5.771070e-20,3.159300e-10,6.687807e+00,6.898759e+00
3.312500e-10,5.771070e-20,2.756474e-10,6.687807e+00,6.898759e+00
3.315000e-10,5.771070e-20,2.403370e-10,6.687807e+00,6.898759e+00
3.317500e-10,5.771070e-20,2.093628e-10,6.687807e+00,6.898759e+00
3.320000e-10,5.771070e-20,1.822446e-10,6.687807e+00,6.898759e+00
3.322500e-10,5.771070e-20,1.585807e-10,6.687807e+00,6.898759e+00
3.325000e-10,5.771070e-20,1.379972e-10,6.687807e+00,6.898759e+00
3.327500e-10,5.771070e-20,1.201274e-10,6.687807e+00,6.898760e+00
3.330000e-10,5.771070e-20,1.046168e-10,6.687807e+00,6.898760e+00
3.332500e-10,5.771070e-20,9.113740e-11,6.687807e+00,6.898760e+00
3.335000e-10,5.771070e-20,7.940223e-11,6.687807e+00,6.898760e+00
3.337500e-10,5.771070e-20,6.917087e-11,6.687807e+00,6.898760e+00
3.340000e-10,5.771070e-20,6.024633e-11,6.687807e+00,6.898760e+00
3.342500e-10,5.771070e-20,5.246575e-11,6.687807e+00,6.898760e+00
3.345000e-10,5.771070e-20,4.568980e-11,6.687807e+00,6.898760e+00
3.347500e-10,5.771070e-20,3.979446e-11,6.687807e+00,6.898760e+00
3.350000e-10,5.771070e-20,3.466675e-11,6.687807e+00,6.898760e+00
3.352500e-10,5.771070e-20,3.020416e-11,6.687807e+00,6.898760e+00
3.355000e-10,5.771070e-20,2.631581e-11,6.687807e+00,6.898760e+00
3.357500e-10,5.771070e-20,2.292370e-11,6.687807e+00,6.898760e+00
3.360000e-10,5.771070e-20,1.996269e-11,6.687807e+00,6.898760e+00
3.362500e-10,5.771070e-20,1.737887e-11,6.687807e+00,6.898760e+00
3.365000e-10,5.771070e-20,1.512701e-11,6.687807e+00,6.898760e+00
3.367500e-10,5.771070e-20,1.316775e-11,6.687807e+00,6.898760e+00
3.370000e-10,5.771070e-20,1.146553e-11,6.687807e+00,6.898760e+00
3.372500e-10,5.771070e-20,9.987475e-12,6.687807e+00,6.898760e+00
3.375000e-10,5.771070e-20,8.703329e-12,6.687807e+00,6.898760e+00
3.377500e-10,5.771070e-20,7.585879e-12,6.687807e+00,6.898760e+00
3.380000e-10,5.771070e-20,6.611533e-12,6.687807e+00,6.898760e+00
3.382500e-10,5.771070e-20,5.760549e-12,6.687807e+00,6.898760e+00
3.385000e-10,5.771070e-20,5.016808e-12,6.687807e+00,6.898760e+00
3.387500e-10,5.771070e-20,4.367183e-12,6.687807e+00,6.898760e+00
3.390000e-10,5.771070e-20,3.800693e-12,6.687807e+00,6.898760e+00
3.392500e-10,5.771070e-20,3.307737e-12,6.687807e+00,6.898760e+00
