time,"V(VIN)","I(ROUT)","P(B01)","P(B02)"
5.320000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.322500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.325000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.327500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.330000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.332500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.335000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.337500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.340000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.342500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.345000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.347500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.350000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.352500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.355000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.357500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.360000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.362500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.365000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.367500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.370000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.372500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.375000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.377500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.380000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.382500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.385000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.387500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.390000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.392500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.395000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.397500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.400000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.402500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.405000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.407500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.410000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.412500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.415000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.417500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.420000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.422500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.425000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.427500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.430000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.432500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.435000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.437500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.440000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.442500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.445000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.447500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.450000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.452500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.455000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.457500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.460000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.462500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.465000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.467500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.470000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.472500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.475000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.477500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.480000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.482500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.485000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.487500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.490000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.492500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.495000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.497500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.500000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.502500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.505000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.507500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.510000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.512500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.515000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.517500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.520000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.522500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.525000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.527500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.530000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.532500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.535000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.537500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.540000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.542500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.545000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.547500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.550000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.552500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.555000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.557500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.560000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.562500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.565000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.567500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.570000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.572500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.575000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.577500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.580000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.582500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.585000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.587500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.590000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.592500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.595000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.597500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.600000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.602500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.605000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.607500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.610000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.612500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.615000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.617500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.620000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.622500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.625000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.627500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.630000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.632500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.635000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.637500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.640000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.642500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.645000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.647500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.650000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.652500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.655000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.657500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.660000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.662500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.665000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.667500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.670000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.672500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.675000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.677500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.680000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.682500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.685000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.687500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.690000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.692500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.695000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.697500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.700000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.702500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.705000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.707500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.710000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.712500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.715000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.717500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.720000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.722500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.725000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.727500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.730000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.732500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.735000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.737500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.740000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.742500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.745000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.747500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.750000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.752500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.755000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.757500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.760000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.762500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.765000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.767500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.770000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.772500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.775000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.777500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.780000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.782500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.785000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.787500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.790000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.792500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.795000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.797500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.800000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.802500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.805000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.807500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.810000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.812500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.815000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.817500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.820000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.822500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.825000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.827500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.830000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.832500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.835000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.837500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.840000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.842500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.845000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.847500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.850000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.852500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.855000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.857500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.860000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.862500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.865000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.867500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.870000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.872500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.875000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.877500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.880000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.882500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.885000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.887500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.890000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.892500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.895000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.897500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.900000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.902500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.905000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.907500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.910000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.912500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.915000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.917500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.920000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.922500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.925000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.927500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.930000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.932500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.935000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.937500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.940000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.942500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.945000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.947500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.950000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.952500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.955000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.957500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.960000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.962500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.965000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.967500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.970000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.972500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.975000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.977500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.980000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.982500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.985000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.987500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.990000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.992500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.995000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
5.997500e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
6.000000e-10,5.771070e-20,8.769145e-19,6.687807e+00,6.898760e+00
6.002500e-10,5.514200e-05,2.636895e-08,6.690542e+00,6.898876e+00
6.005000e-10,1.286647e-04,1.427930e-07,6.702068e+00,6.899506e+00
6.007500e-10,2.083142e-04,4.591505e-07,6.730295e+00,6.901461e+00
6.010000e-10,2.900061e-04,1.119728e-06,6.782747e+00,6.905986e+00
6.012500e-10,3.723787e-04,2.273819e-06,6.864876e+00,6.914615e+00
6.015000e-10,4.549782e-04,4.040315e-06,6.979635e+00,6.928928e+00
6.017500e-10,5.376534e-04,6.482577e-06,7.128350e+00,6.950297e+00
6.020000e-10,6.203538e-04,9.607358e-06,7.312515e+00,6.979771e+00
6.022500e-10,7.030626e-04,1.339348e-05,7.536046e+00,7.018165e+00
6.025000e-10,7.857742e-04,1.784778e-05,7.807875e+00,7.066388e+00
6.027500e-10,7.582027e-04,2.303058e-05,8.139819e+00,7.125782e+00
6.030000e-10,6.938702e-04,2.911567e-05,8.547495e+00,7.198517e+00
6.032500e-10,6.172841e-04,3.644469e-05,9.053991e+00,7.288137e+00
6.035000e-10,5.366134e-04,4.557859e-05,9.688719e+00,7.400224e+00
6.037500e-10,4.545811e-04,5.722549e-05,1.046215e+01,7.542652e+00
6.040000e-10,3.720950e-04,7.186814e-05,1.130645e+01,7.724094e+00
6.042500e-10,2.894577e-04,8.935907e-05,1.206698e+01,7.950814e+00
6.045000e-10,2.067699e-04,1.089901e-04,1.259678e+01,8.224555e+00
6.047500e-10,1.240653e-04,1.299545e-04,1.283377e+01,8.543759e+00
6.050000e-10,4.135510e-05,1.519482e-04,1.281352e+01,8.907691e+00
6.052500e-10,1.378503e-05,1.756031e-04,1.264046e+01,9.320885e+00
6.055000e-10,4.595011e-06,2.022652e-04,1.243913e+01,9.793758e+00
6.057500e-10,1.531670e-06,2.325699e-04,1.230951e+01,1.033368e+01
6.060000e-10,5.105568e-07,2.637431e-04,1.230155e+01,1.092405e+01
6.062500e-10,1.701856e-07,2.881389e-04,1.241146e+01,1.150845e+01
6.065000e-10,5.672853e-08,2.967087e-04,1.259518e+01,1.200976e+01
6.067500e-10,1.890951e-08,2.847698e-04,1.279202e+01,1.237097e+01
6.070000e-10,6.303170e-09,2.544867e-04,1.294847e+01,1.257929e+01
6.072500e-10,2.101057e-09,2.132237e-04,1.303373e+01,1.266310e+01
6.075000e-10,7.003522e-10,1.699712e-04,1.304429e+01,1.267268e+01
6.077500e-10,2.334507e-10,1.320816e-04,1.299923e+01,1.265865e+01
6.080000e-10,7.781691e-11,1.035065e-04,1.292963e+01,1.265689e+01
6.082500e-10,2.593897e-11,8.468545e-05,1.286638e+01,1.268330e+01
6.085000e-10,8.646321e-12,7.358065e-05,1.283060e+01,1.273655e+01
6.087500e-10,2.882107e-12,6.712957e-05,1.282926e+01,1.280532e+01
6.090000e-10,9.607009e-13,6.249613e-05,1.285640e+01,1.287591e+01
6.092500e-10,3.202330e-13,5.778897e-05,1.289830e+01,1.293768e+01
6.095000e-10,1.067429e-13,5.221538e-05,1.293984e+01,1.298531e+01
6.097500e-10,3.558186e-14,4.584074e-05,1.296967e+01,1.301849e+01
6.100000e-10,1.186074e-14,3.918719e-05,1.298291e+01,1.304013e+01
6.102500e-10,3.952142e-15,3.286285e-05,1.298097e+01,1.305437e+01
6.105000e-10,1.319060e-15,2.732360e-05,1.296952e+01,1.306494e+01
6.107500e-10,4.398068e-16,2.278399e-05,1.295562e+01,1.307445e+01
6.110000e-10,1.451635e-16,1.923917e-05,1.294506e+01,1.308422e+01
6.112500e-10,4.694909e-17,1.654143e-05,1.294094e+01,1.309459e+01
6.115000e-10,1.654939e-17,1.448339e-05,1.294338e+01,1.310530e+01
6.117500e-10,2.518761e-18,1.286028e-05,1.295030e+01,1.311587e+01
6.120000e-10,1.803219e-19,1.150419e-05,1.295872e+01,1.312579e+01
6.122500e-10,1.803219e-19,1.029568e-05,1.296595e+01,1.313466e+01
6.125000e-10,1.803219e-19,9.162157e-06,1.297040e+01,1.314223e+01
6.127500e-10,1.803219e-19,8.070682e-06,1.297175e+01,1.314839e+01
6.130000e-10,1.803219e-19,7.019020e-06,1.297072e+01,1.315320e+01
6.132500e-10,1.803219e-19,6.025755e-06,1.296856e+01,1.315682e+01
6.135000e-10,1.803219e-19,5.119549e-06,1.296646e+01,1.315955e+01
6.137500e-10,1.803219e-19,4.328215e-06,1.296525e+01,1.316172e+01
6.140000e-10,1.803219e-19,3.669374e-06,1.296520e+01,1.316363e+01
6.142500e-10,1.803219e-19,3.144773e-06,1.296612e+01,1.316549e+01
6.145000e-10,1.803219e-19,2.739603e-06,1.296753e+01,1.316740e+01
6.147500e-10,1.803219e-19,2.426687e-06,1.296894e+01,1.316935e+01
6.150000e-10,1.803219e-19,2.173825e-06,1.296999e+01,1.317126e+01
6.152500e-10,1.803219e-19,1.951733e-06,1.297054e+01,1.317300e+01
6.155000e-10,1.803219e-19,1.740070e-06,1.297061e+01,1.317447e+01
6.157500e-10,1.803219e-19,1.529985e-06,1.297040e+01,1.317563e+01
6.160000e-10,1.803219e-19,1.322984e-06,1.297011e+01,1.317648e+01
6.162500e-10,1.803219e-19,1.127087e-06,1.296989e+01,1.317710e+01
6.165000e-10,1.803219e-19,9.519803e-07,1.296984e+01,1.317756e+01
6.167500e-10,1.803219e-19,8.048323e-07,1.296994e+01,1.317796e+01
6.170000e-10,1.803219e-19,6.879252e-07,1.297016e+01,1.317835e+01
6.172500e-10,1.803219e-19,5.984250e-07,1.297040e+01,1.317877e+01
6.175000e-10,1.803219e-19,5.298719e-07,1.297060e+01,1.317920e+01
6.177500e-10,1.803219e-19,4.745185e-07,1.297073e+01,1.317961e+01
6.180000e-10,1.803219e-19,4.255718e-07,1.297079e+01,1.317999e+01
6.182500e-10,1.803219e-19,3.786501e-07,1.297080e+01,1.318031e+01
6.185000e-10,1.803219e-19,3.321789e-07,1.297078e+01,1.318055e+01
6.187500e-10,1.803219e-19,2.868571e-07,1.297075e+01,1.318073e+01
6.190000e-10,1.803219e-19,2.445885e-07,1.297075e+01,1.318087e+01
